id_camino,id_in_seq,current_state,goal_state,out_action,timesteps
69,0,"[0, 0, 1, 0, 0, 0]","[3683.500442229172, -597.123360903192, 1.3350350604727843, 0.14810514006859168, 0.1422553796691173, -0.003374538562333952]",2,315.34558124556406
69,1,"[557.2873618367145, -88.35404417578944, 1.9044056673880185, 0.11766700250598375, -0.007043138075394258, 0.0015971603926076378]","[3683.500442229172, -597.123360903192, 1.3350350604727843, 0.14810514006859168, 0.1422553796691173, -0.003374538562333952]",1,315.34558124556406
69,2,"[1288.3641265195806, -235.29711838835448, 2.3550330724368562, 0.08783602179902329, -0.1560849808731749, -0.0005599689565605169]","[3683.500442229172, -597.123360903192, 1.3350350604727843, 0.14810514006859168, 0.1422553796691173, -0.003374538562333952]",2,315.34558124556406
69,3,"[1858.1956866156443, -286.73062924469264, 1.7024953922909614, 0.1216873182276736, -0.06344664189148642, -0.0014010572109161763]","[3683.500442229172, -597.123360903192, 1.3350350604727843, 0.14810514006859168, 0.1422553796691173, -0.003374538562333952]",1,315.34558124556406
69,4,"[2592.5143455723496, -443.3152432227758, 2.365815506509232, 0.08757033799657395, -0.1693957280003717, -0.00045372254279580666]","[3683.500442229172, -597.123360903192, 1.3350350604727843, 0.14810514006859168, 0.1422553796691173, -0.003374538562333952]",1,315.34558124556406
69,5,"[3343.844612612918, -584.7639118334012, 2.4317794112150053, 0.0869011829415973, -0.15096998490817856, 4.707598653696787e-05]","[3683.500442229172, -597.123360903192, 1.3350350604727843, 0.14810514006859168, 0.1422553796691173, -0.003374538562333952]",3,315.34558124556406
70,0,"[0, 0, 1, 0, 0, 0]","[2926.798249015091, -268.7371163171539, 1.1773438363555409, 0.18172526414905524, 0.08147778033036543, -0.00010507682492005872]",3,315.34558124556406
70,1,"[467.51084210168455, -52.85735936140974, 1.3962657841042436, 0.1472180201690868, 0.014903835526010675, -0.0022125163850580344]","[2926.798249015091, -268.7371163171539, 1.1773438363555409, 0.18172526414905524, 0.08147778033036543, -0.00010507682492005872]",3,315.34558124556406
70,2,"[936.0781266553453, -98.64493417172386, 1.475251338516334, 0.14467034156045835, 0.005504633390112759, -0.00040249458288325136]","[2926.798249015091, -268.7371163171539, 1.1773438363555409, 0.18172526414905524, 0.08147778033036543, -0.00010507682492005872]",4,315.34558124556406
70,3,"[1350.7049881988526, -132.2714252612847, 1.3070017798700648, 0.1643124252299554, 0.054884529775226, -3.7557226029828826e-05]","[2926.798249015091, -268.7371163171539, 1.1773438363555409, 0.18172526414905524, 0.08147778033036543, -0.00010507682492005872]",4,315.34558124556406
