id,action_seq,current_state,goal_state,out_action
729,"[-1, -1, 9, 17, 5]","[1976.1399128931598, -31.705814177807877, 1.1229525927029058, 0.18388746685621285, 0.1004646531111651, -0.0020116181468221943, -0.08727, 0, 5850.0]","[2089.048828688013, -42.815105857880226, 1.1997289258008292, 0.1808830927872043, 0.08989367373747141, 0.0007691341316506478, -0.08727, 0.0, 5865.238095238095]",5
729,"[-1, 9, 17, 5, 5]","[2089.048828688013, -42.815105857880226, 1.1997289258008292, 0.1808830927872043, 0.08989367373747141, 0.0007691341316506478, -0.08727, 0, 5865.238095238095]","[2089.048828688013, -42.815105857880226, 1.1997289258008292, 0.1808830927872043, 0.08989367373747141, 0.0007691341316506478, -0.08727, 0.0, 5865.238095238095]",5
730,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1950.357887042599, -398.44130255198223, 1.63561765873, 0.13968721558575553, 0.1820158074632312, 0.003423724133883161, -0.05236, 0.0, 4796.111111111111]",19
730,"[-1, -1, -1, -1, 19]","[536.490924652522, -13.452888479152216, 1.2738308217368122, 0.257413267266789, 0.6304461106547767, -0.028764054625713804, -0.08727, 0.1585562093577087, 3810.0]","[1950.357887042599, -398.44130255198223, 1.63561765873, 0.13968721558575553, 0.1820158074632312, 0.003423724133883161, -0.05236, 0.0, 4796.111111111111]",14
730,"[-1, -1, -1, 19, 14]","[660.3665443781821, -117.63405832826773, 4.184936792889835, 0.11035365144719528, -1.0373346821740104, -0.04937558265417865, -0.0, 0.1585562093577087, 4707.063492063492]","[1950.357887042599, -398.44130255198223, 1.63561765873, 0.13968721558575553, 0.1820158074632312, 0.003423724133883161, -0.05236, 0.0, 4796.111111111111]",1
730,"[-1, -1, 19, 14, 1]","[1658.1082335919934, -386.4396967285174, 2.5234118399671317, 0.08631102669107518, -0.08728478128480634, 0.0007054401999485204, -0.01745, 0, 4767.063492063492]","[1950.357887042599, -398.44130255198223, 1.63561765873, 0.13968721558575553, 0.1820158074632312, 0.003423724133883161, -0.05236, 0.0, 4796.111111111111]",3
730,"[-1, 19, 14, 1, 3]","[1950.357887042599, -398.44130255198223, 1.63561765873, 0.13968721558575553, 0.1820158074632312, 0.003423724133883161, -0.05236, 0, 4796.111111111111]","[1950.357887042599, -398.44130255198223, 1.63561765873, 0.13968721558575553, 0.1820158074632312, 0.003423724133883161, -0.05236, 0.0, 4796.111111111111]",3
731,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2279.427603787598, 195.11849978482434, 1.922102799514277, -0.06350818012386725, -0.24999959942857114, 0.026049452004506937, -0.01745, 0.19026745122925046, 18204.920634920636]",18
731,"[-1, -1, -1, -1, 18]","[590.4721796253802, -32.23335163445746, 2.5031861656364764, 0.28574076322874414, 0.20170439582297653, -0.02645375477599658, -0.06981, 0.1585562093577087, 3810.0]","[2279.427603787598, 195.11849978482434, 1.922102799514277, -0.06350818012386725, -0.24999959942857114, 0.026049452004506937, -0.01745, 0.19026745122925046, 18204.920634920636]",23
731,"[-1, -1, -1, 18, 23]","[1445.206890305508, 93.73949502047581, 2.4438387860716375, 0.24121035165715626, 0.15977958825963165, -0.03396280228957699, -0.03491, 0.19026745122925046, 10350.0]","[2279.427603787598, 195.11849978482434, 1.922102799514277, -0.06350818012386725, -0.24999959942857114, 0.026049452004506937, -0.01745, 0.19026745122925046, 18204.920634920636]",24
731,"[-1, -1, 18, 23, 24]","[2157.387029830264, 158.10313861569665, 2.5134142311877086, 0.25648951445618456, 0.6747223036994957, -0.023835619457717127, -0.05236, 0.19026745122925046, 16890.0]","[2279.427603787598, 195.11849978482434, 1.922102799514277, -0.06350818012386725, -0.24999959942857114, 0.026049452004506937, -0.01745, 0.19026745122925046, 18204.920634920636]",22
731,"[-1, 18, 23, 24, 22]","[2279.427603787598, 195.11849978482434, 1.922102799514277, -0.06350818012386725, -0.24999959942857114, 0.026049452004506937, -0.01745, 0.19026745122925046, 18204.920634920636]","[2279.427603787598, 195.11849978482434, 1.922102799514277, -0.06350818012386725, -0.24999959942857114, 0.026049452004506937, -0.01745, 0.19026745122925046, 18204.920634920636]",22
732,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1946.712855154601, -292.29475126347035, 1.169525080632704, 0.19440075817820485, 0.037606072396267294, 0.0032726683741717954, -0.10472, 0.0, 206.66666666666666]",6
732,"[-1, -1, -1, -1, 6]","[424.66869475944657, -39.63812569408468, 1.111020655830407, 0.19596387810733978, 0.09799582187590113, 0.001137482808914173, -0.10472, 0, 60.0]","[1946.712855154601, -292.29475126347035, 1.169525080632704, 0.19440075817820485, 0.037606072396267294, 0.0032726683741717954, -0.10472, 0.0, 206.66666666666666]",1
732,"[-1, -1, -1, 6, 1]","[1293.2435069151445, -251.2718862636304, 2.5260540106746507, 0.0855479452771657, -0.1843875289016091, 0.0008168010995074806, -0.01745, 0, 120.0]","[1946.712855154601, -292.29475126347035, 1.169525080632704, 0.19440075817820485, 0.037606072396267294, 0.0032726683741717954, -0.10472, 0.0, 206.66666666666666]",6
732,"[-1, -1, 6, 1, 6]","[1755.3675849320985, -277.821296823066, 1.3280557675522613, 0.1914176977253576, 0.03147147659665344, 0.009292439631671548, -0.10472, 0, 180.0]","[1946.712855154601, -292.29475126347035, 1.169525080632704, 0.19440075817820485, 0.037606072396267294, 0.0032726683741717954, -0.10472, 0.0, 206.66666666666666]",6
732,"[-1, 6, 1, 6, 6]","[1946.712855154601, -292.29475126347035, 1.169525080632704, 0.19440075817820485, 0.037606072396267294, 0.0032726683741717954, -0.10472, 0, 206.66666666666666]","[1946.712855154601, -292.29475126347035, 1.169525080632704, 0.19440075817820485, 0.037606072396267294, 0.0032726683741717954, -0.10472, 0.0, 206.66666666666666]",6
733,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1855.1757291475396, -274.85127460868875, 1.277352322276073, 0.16369761651065218, 0.16839886582149718, -0.0005392785324492479, -0.06981, 0.0, 166.82539682539684]",3
733,"[-1, -1, -1, -1, 3]","[559.5548653512201, -64.43389144133145, 1.5469528870308702, 0.14278518106604685, -0.026724926328013165, 0.0011418132414958686, -0.05236, 0, 60.0]","[1855.1757291475396, -274.85127460868875, 1.277352322276073, 0.16369761651065218, 0.16839886582149718, -0.0005392785324492479, -0.06981, 0.0, 166.82539682539684]",1
733,"[-1, -1, -1, 3, 1]","[1439.3956987597937, -257.7995884488589, 2.4887339223921363, 0.08608616240448101, -0.16989056710030964, 0.0005147215276371034, -0.01745, 0, 120.0]","[1855.1757291475396, -274.85127460868875, 1.277352322276073, 0.16369761651065218, 0.16839886582149718, -0.0005392785324492479, -0.06981, 0.0, 166.82539682539684]",4
733,"[-1, -1, 3, 1, 4]","[1855.1757291475396, -274.85127460868875, 1.277352322276073, 0.16369761651065218, 0.16839886582149718, -0.0005392785324492479, -0.06981, 0, 166.82539682539684]","[1855.1757291475396, -274.85127460868875, 1.277352322276073, 0.16369761651065218, 0.16839886582149718, -0.0005392785324492479, -0.06981, 0.0, 166.82539682539684]",4
734,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1955.0279583002214, -212.835695767181, 0.9564666462209364, 0.20966207513265483, 0.29656734654392725, -0.011791088895169685, -0.10472, 0.0, 201.26984126984127]",5
734,"[-1, -1, -1, -1, 5]","[449.21176849063545, -42.10344607264775, 1.163934494883552, 0.18253539385567596, 0.05752902384461152, -0.0006674080431381201, -0.08727, 0, 60.0]","[1955.0279583002214, -212.835695767181, 0.9564666462209364, 0.20966207513265483, 0.29656734654392725, -0.011791088895169685, -0.10472, 0.0, 201.26984126984127]",2
734,"[-1, -1, -1, 5, 2]","[1118.0782774245538, -132.91176402550118, 1.7151756171687285, 0.1214396838647704, -0.026921742920902218, -0.001204170050066802, -0.03491, 0, 120.0]","[1955.0279583002214, -212.835695767181, 0.9564666462209364, 0.20966207513265483, 0.29656734654392725, -0.011791088895169685, -0.10472, 0.0, 201.26984126984127]",2
734,"[-1, -1, 5, 2, 2]","[1790.2618915778107, -211.18256153592012, 1.7849888274547883, 0.11982507485326312, -0.04321240523208703, -0.00013319116661760175, -0.03491, 0, 180.0]","[1955.0279583002214, -212.835695767181, 0.9564666462209364, 0.20966207513265483, 0.29656734654392725, -0.011791088895169685, -0.10472, 0.0, 201.26984126984127]",6
734,"[-1, 5, 2, 2, 6]","[1955.0279583002214, -212.835695767181, 0.9564666462209364, 0.20966207513265483, 0.29656734654392725, -0.011791088895169685, -0.10472, 0, 201.26984126984127]","[1955.0279583002214, -212.835695767181, 0.9564666462209364, 0.20966207513265483, 0.29656734654392725, -0.011791088895169685, -0.10472, 0.0, 201.26984126984127]",6
735,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2101.757699384812, -274.24349866100494, 1.2484254959837537, 0.23285797530514063, 0.26090989874936793, -0.039175393122508236, -0.05236, 0.12684496748616697, 630.4761904761904]",4
735,"[-1, -1, -1, -1, 4]","[495.9651783486855, -49.624823236903964, 1.3078058336710534, 0.16424410515379131, 0.06882998138032456, 5.6277848749595606e-05, -0.06981, 0, 60.0]","[2101.757699384812, -274.24349866100494, 1.2484254959837537, 0.23285797530514063, 0.26090989874936793, -0.039175393122508236, -0.05236, 0.12684496748616697, 630.4761904761904]",3
735,"[-1, -1, -1, 4, 3]","[1055.5050879883975, -106.27682871372707, 1.507269662995583, 0.14377336091308687, -0.015001860413637805, 0.00027843491387756107, -0.05236, 0, 120.0]","[2101.757699384812, -274.24349866100494, 1.2484254959837537, 0.23285797530514063, 0.26090989874936793, -0.039175393122508236, -0.05236, 0.12684496748616697, 630.4761904761904]",1
735,"[-1, -1, 4, 3, 1]","[1933.7742970155534, -301.2030098994968, 2.4940769325915966, 0.08600125224697108, -0.17224513110129744, 0.000556669546812622, -0.01745, 0, 180.0]","[2101.757699384812, -274.24349866100494, 1.2484254959837537, 0.23285797530514063, 0.26090989874936793, -0.039175393122508236, -0.05236, 0.12684496748616697, 630.4761904761904]",10
735,"[-1, 4, 3, 1, 10]","[2101.757699384812, -274.24349866100494, 1.2484254959837537, 0.23285797530514063, 0.26090989874936793, -0.039175393122508236, -0.05236, 0.12684496748616697, 630.4761904761904]","[2101.757699384812, -274.24349866100494, 1.2484254959837537, 0.23285797530514063, 0.26090989874936793, -0.039175393122508236, -0.05236, 0.12684496748616697, 630.4761904761904]",10
736,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2110.0282669922744, 50.37932457859553, 1.0704340012561577, 0.17639287735161127, 0.014645253513348758, -0.008089608251689155, -0.06981, 0.0, 8568.412698412698]",9
736,"[-1, -1, -1, -1, 9]","[830.3916084985825, -45.941279781909316, 1.9684854398653195, 0.21399057430329113, 0.22171397444712634, -0.04385214524694723, -0.03491, 0.12684496748616697, 1980.0]","[2110.0282669922744, 50.37932457859553, 1.0704340012561577, 0.17639287735161127, 0.014645253513348758, -0.008089608251689155, -0.06981, 0.0, 8568.412698412698]",23
736,"[-1, -1, -1, 9, 23]","[1702.5770337782112, 67.71793776142056, 2.278916573363976, 0.23549189223955608, 0.3739691721088507, -0.033218691586582735, -0.03491, 0.19026745122925046, 8520.0]","[2110.0282669922744, 50.37932457859553, 1.0704340012561577, 0.17639287735161127, 0.014645253513348758, -0.008089608251689155, -0.06981, 0.0, 8568.412698412698]",4
736,"[-1, -1, 9, 23, 4]","[2110.0282669922744, 50.37932457859553, 1.0704340012561577, 0.17639287735161127, 0.014645253513348758, -0.008089608251689155, -0.06981, 0, 8568.412698412698]","[2110.0282669922744, 50.37932457859553, 1.0704340012561577, 0.17639287735161127, 0.014645253513348758, -0.008089608251689155, -0.06981, 0.0, 8568.412698412698]",4
737,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1959.0988623488167, -130.40335165683356, 1.2834793844453303, 0.16512696518299083, 0.06326097526288287, -0.000680837239270012, -0.06981, 0.0, 2142.5396825396824]",4
737,"[-1, -1, -1, -1, 4]","[495.9651783486855, -49.624823236903964, 1.3078058336710534, 0.16424410515379131, 0.06882998138032456, 5.6277848749595606e-05, -0.06981, 0, 60.0]","[1959.0988623488167, -130.40335165683356, 1.2834793844453303, 0.16512696518299083, 0.06326097526288287, -0.000680837239270012, -0.06981, 0.0, 2142.5396825396824]",10
737,"[-1, -1, -1, 4, 10]","[1162.7866658877251, -66.40580458703171, 1.7571256828862287, 0.23239772906855224, -0.07757221938096905, -0.0396233055380397, -0.05236, 0.12684496748616697, 2040.0]","[1959.0988623488167, -130.40335165683356, 1.2834793844453303, 0.16512696518299083, 0.06326097526288287, -0.000680837239270012, -0.06981, 0.0, 2142.5396825396824]",6
737,"[-1, -1, 4, 10, 6]","[1609.7746981585994, -97.609699094393, 1.1689673851377245, 0.19389223374597714, 0.11972738013437312, 0.0036377009169614796, -0.10472, 0, 2100.0]","[1959.0988623488167, -130.40335165683356, 1.2834793844453303, 0.16512696518299083, 0.06326097526288287, -0.000680837239270012, -0.06981, 0.0, 2142.5396825396824]",4
737,"[-1, 4, 10, 6, 4]","[1959.0988623488167, -130.40335165683356, 1.2834793844453303, 0.16512696518299083, 0.06326097526288287, -0.000680837239270012, -0.06981, 0, 2142.5396825396824]","[1959.0988623488167, -130.40335165683356, 1.2834793844453303, 0.16512696518299083, 0.06326097526288287, -0.000680837239270012, -0.06981, 0.0, 2142.5396825396824]",4
738,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1981.5541474982274, -391.38586681961317, 1.7410983930175532, 0.15716545458472267, 0.14568963265273832, 0.0109808415863342, -0.06981, 0.0, 141.9047619047619]",1
738,"[-1, -1, -1, -1, 1]","[871.6584082737479, -218.96540110494502, 2.5382788578932645, 0.08544384351349288, -0.18326253989865432, 0.0009103407834252284, -0.01745, 0, 60.0]","[1981.5541474982274, -391.38586681961317, 1.7410983930175532, 0.15716545458472267, 0.14568963265273832, 0.0109808415863342, -0.06981, 0.0, 141.9047619047619]",1
738,"[-1, -1, -1, 1, 1]","[1777.5969112914088, -383.9561637862182, 2.4238382450755775, 0.08706895214097367, -0.14196386366838945, -2.6537832646002247e-05, -0.01745, 0, 120.0]","[1981.5541474982274, -391.38586681961317, 1.7410983930175532, 0.15716545458472267, 0.14568963265273832, 0.0109808415863342, -0.06981, 0.0, 141.9047619047619]",4
738,"[-1, -1, 1, 1, 4]","[1981.5541474982274, -391.38586681961317, 1.7410983930175532, 0.15716545458472267, 0.14568963265273832, 0.0109808415863342, -0.06981, 0, 141.9047619047619]","[1981.5541474982274, -391.38586681961317, 1.7410983930175532, 0.15716545458472267, 0.14568963265273832, 0.0109808415863342, -0.06981, 0.0, 141.9047619047619]",4
739,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1664.7556827333146, -218.8573052816346, 1.9125107308501865, 0.005899773543775851, 0.2219525259107501, 0.017789907416443436, -0.03491, 0.1585562093577087, 1349.6825396825395]",4
739,"[-1, -1, -1, -1, 4]","[495.9651783486855, -49.624823236903964, 1.3078058336710534, 0.16424410515379131, 0.06882998138032456, 5.6277848749595606e-05, -0.06981, 0, 60.0]","[1664.7556827333146, -218.8573052816346, 1.9125107308501865, 0.005899773543775851, 0.2219525259107501, 0.017789907416443436, -0.03491, 0.1585562093577087, 1349.6825396825395]",1
739,"[-1, -1, -1, 4, 1]","[1366.2023571118884, -251.57055567204796, 2.5066685663734924, 0.08578874958222714, -0.1802705237507297, 0.0006636975141576562, -0.01745, 0, 120.0]","[1664.7556827333146, -218.8573052816346, 1.9125107308501865, 0.005899773543775851, 0.2219525259107501, 0.017789907416443436, -0.03491, 0.1585562093577087, 1349.6825396825395]",16
739,"[-1, -1, 4, 1, 16]","[1664.7556827333146, -218.8573052816346, 1.9125107308501865, 0.005899773543775851, 0.2219525259107501, 0.017789907416443436, -0.03491, 0.1585562093577087, 1349.6825396825395]","[1664.7556827333146, -218.8573052816346, 1.9125107308501865, 0.005899773543775851, 0.2219525259107501, 0.017789907416443436, -0.03491, 0.1585562093577087, 1349.6825396825395]",16
740,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2047.1364658658752, 77.31648679482275, 0.6980142672864369, 0.2235878917312662, 0.4800661686671222, -0.03174499530335428, -0.06981, 0.0, 10377.619047619048]",18
740,"[-1, -1, -1, -1, 18]","[590.4721796253802, -32.23335163445746, 2.5031861656364764, 0.28574076322874414, 0.20170439582297653, -0.02645375477599658, -0.06981, 0.1585562093577087, 3810.0]","[2047.1364658658752, 77.31648679482275, 0.6980142672864369, 0.2235878917312662, 0.4800661686671222, -0.03174499530335428, -0.06981, 0.0, 10377.619047619048]",22
740,"[-1, -1, -1, 18, 22]","[1792.9638956937945, 58.04946902842299, 3.2762143869631144, 0.22784341875166908, 0.09857960161334733, -0.04493573009858829, -0.01745, 0.19026745122925046, 10350.0]","[2047.1364658658752, 77.31648679482275, 0.6980142672864369, 0.2235878917312662, 0.4800661686671222, -0.03174499530335428, -0.06981, 0.0, 10377.619047619048]",4
740,"[-1, -1, 18, 22, 4]","[2047.1364658658752, 77.31648679482275, 0.6980142672864369, 0.2235878917312662, 0.4800661686671222, -0.03174499530335428, -0.06981, 0, 10377.619047619048]","[2047.1364658658752, 77.31648679482275, 0.6980142672864369, 0.2235878917312662, 0.4800661686671222, -0.03174499530335428, -0.06981, 0.0, 10377.619047619048]",4
741,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1636.5708472512267, -218.91057395422683, 1.144040933077886, 0.054116214781970505, 0.14910622084620528, 0.015463775983146643, -0.05236, 0.1585562093577087, 1168.2539682539682]",3
741,"[-1, -1, -1, -1, 3]","[559.5548653512201, -64.43389144133145, 1.5469528870308702, 0.14278518106604685, -0.026724926328013165, 0.0011418132414958686, -0.05236, 0, 60.0]","[1636.5708472512267, -218.91057395422683, 1.144040933077886, 0.054116214781970505, 0.14910622084620528, 0.015463775983146643, -0.05236, 0.1585562093577087, 1168.2539682539682]",1
741,"[-1, -1, -1, 3, 1]","[1439.3956987597937, -257.7995884488589, 2.4887339223921363, 0.08608616240448101, -0.16989056710030964, 0.0005147215276371034, -0.01745, 0, 120.0]","[1636.5708472512267, -218.91057395422683, 1.144040933077886, 0.054116214781970505, 0.14910622084620528, 0.015463775983146643, -0.05236, 0.1585562093577087, 1168.2539682539682]",17
741,"[-1, -1, 3, 1, 17]","[1636.5708472512267, -218.91057395422683, 1.144040933077886, 0.054116214781970505, 0.14910622084620528, 0.015463775983146643, -0.05236, 0.1585562093577087, 1168.2539682539682]","[1636.5708472512267, -218.91057395422683, 1.144040933077886, 0.054116214781970505, 0.14910622084620528, 0.015463775983146643, -0.05236, 0.1585562093577087, 1168.2539682539682]",17
742,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2181.9615793882494, -26.72141412947116, 1.0118264457946133, 0.21392574555075916, 0.12156007792651824, -0.010282720960378884, -0.10472, 0.0, 5872.063492063492]",10
742,"[-1, -1, -1, -1, 10]","[658.6005474809942, -28.942159302772783, 1.7962971987183782, 0.23170671604946735, -0.17426008521119346, -0.039197141901621, -0.05236, 0.12684496748616697, 1980.0]","[2181.9615793882494, -26.72141412947116, 1.0118264457946133, 0.21392574555075916, 0.12156007792651824, -0.010282720960378884, -0.10472, 0.0, 5872.063492063492]",16
742,"[-1, -1, -1, 10, 16]","[1526.1554125907307, 17.73528136231, 1.8237981403551162, 0.23095723785179703, 0.20066336010716632, -0.042463099527020536, -0.03491, 0.1585562093577087, 5790.0]","[2181.9615793882494, -26.72141412947116, 1.0118264457946133, 0.21392574555075916, 0.12156007792651824, -0.010282720960378884, -0.10472, 0.0, 5872.063492063492]",4
742,"[-1, -1, 10, 16, 4]","[2020.7130494739981, -18.015432833666527, 1.3835908917735436, 0.16220470277548418, 0.002041856059411521, 0.0020271703067520227, -0.06981, 0, 5850.0]","[2181.9615793882494, -26.72141412947116, 1.0118264457946133, 0.21392574555075916, 0.12156007792651824, -0.010282720960378884, -0.10472, 0.0, 5872.063492063492]",6
742,"[-1, 10, 16, 4, 6]","[2181.9615793882494, -26.72141412947116, 1.0118264457946133, 0.21392574555075916, 0.12156007792651824, -0.010282720960378884, -0.10472, 0, 5872.063492063492]","[2181.9615793882494, -26.72141412947116, 1.0118264457946133, 0.21392574555075916, 0.12156007792651824, -0.010282720960378884, -0.10472, 0.0, 5872.063492063492]",6
743,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1981.839976721576, -219.39826760372043, 1.3443567506566811, 0.14925265811343616, -0.03910777172911118, -0.003599447224395134, -0.05236, 0.0, 195.55555555555554]",4
743,"[-1, -1, -1, -1, 4]","[495.9651783486855, -49.624823236903964, 1.3078058336710534, 0.16424410515379131, 0.06882998138032456, 5.6277848749595606e-05, -0.06981, 0, 60.0]","[1981.839976721576, -219.39826760372043, 1.3443567506566811, 0.14925265811343616, -0.03910777172911118, -0.003599447224395134, -0.05236, 0.0, 195.55555555555554]",2
743,"[-1, -1, -1, 4, 2]","[1163.8404494032247, -136.70373128887158, 1.7299312907205968, 0.12109973282390259, -0.02477944171609483, -0.0009667252158254573, -0.03491, 0, 120.0]","[1981.839976721576, -219.39826760372043, 1.3443567506566811, 0.14925265811343616, -0.03910777172911118, -0.003599447224395134, -0.05236, 0.0, 195.55555555555554]",2
743,"[-1, -1, 4, 2, 2]","[1835.9638922029565, -214.61856428447774, 1.7863951825741944, 0.11979940031766674, -0.04289270721055127, -0.00011069160822471621, -0.03491, 0, 180.0]","[1981.839976721576, -219.39826760372043, 1.3443567506566811, 0.14925265811343616, -0.03910777172911118, -0.003599447224395134, -0.05236, 0.0, 195.55555555555554]",3
743,"[-1, 4, 2, 2, 3]","[1981.839976721576, -219.39826760372043, 1.3443567506566811, 0.14925265811343616, -0.03910777172911118, -0.003599447224395134, -0.05236, 0, 195.55555555555554]","[1981.839976721576, -219.39826760372043, 1.3443567506566811, 0.14925265811343616, -0.03910777172911118, -0.003599447224395134, -0.05236, 0.0, 195.55555555555554]",3
744,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1876.7637303345593, -50.177760939481615, 1.3281552506316412, 0.16323476046237836, 0.09434214413792914, 0.0006651227843039164, -0.06981, 0.0, 5867.3015873015875]",11
744,"[-1, -1, -1, -1, 11]","[582.6762905103254, -39.725348703805835, 1.8589769037939017, 0.2323158378682952, 0.10250077511708659, -0.036844669189727376, -0.06981, 0.12684496748616697, 1980.0]","[1876.7637303345593, -50.177760939481615, 1.3281552506316412, 0.16323476046237836, 0.09434214413792914, 0.0006651227843039164, -0.06981, 0.0, 5867.3015873015875]",17
744,"[-1, -1, -1, 11, 17]","[1274.8212357473326, -5.335237433175027, 1.8029874532109988, 0.22424433219741327, 0.12234056832657689, -0.051957674215543904, -0.05236, 0.1585562093577087, 5790.0]","[1876.7637303345593, -50.177760939481615, 1.3281552506316412, 0.16323476046237836, 0.09434214413792914, 0.0006651227843039164, -0.06981, 0.0, 5867.3015873015875]",5
744,"[-1, -1, 11, 17, 5]","[1734.9297099268667, -34.40720181542901, 1.1460089715085056, 0.18267414747557728, 0.1042969172012423, -0.0011769658496780962, -0.08727, 0, 5850.0]","[1876.7637303345593, -50.177760939481615, 1.3281552506316412, 0.16323476046237836, 0.09434214413792914, 0.0006651227843039164, -0.06981, 0.0, 5867.3015873015875]",4
744,"[-1, 11, 17, 5, 4]","[1876.7637303345593, -50.177760939481615, 1.3281552506316412, 0.16323476046237836, 0.09434214413792914, 0.0006651227843039164, -0.06981, 0, 5867.3015873015875]","[1876.7637303345593, -50.177760939481615, 1.3281552506316412, 0.16323476046237836, 0.09434214413792914, 0.0006651227843039164, -0.06981, 0.0, 5867.3015873015875]",4
745,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1734.2507731828634, -224.78201553942802, 1.082642586645091, 0.18621702657129868, 0.07308824480583505, -0.0037522023046120227, -0.08727, 0.0, 2059.2063492063494]",8
745,"[-1, -1, -1, -1, 8]","[1099.8322064072456, -201.42775169904294, 3.191244688488466, 0.18857901870956953, -0.1415200119021767, -0.049976756669608866, -0.01745, 0.12684496748616697, 1980.0]","[1734.2507731828634, -224.78201553942802, 1.082642586645091, 0.18621702657129868, 0.07308824480583505, -0.0037522023046120227, -0.08727, 0.0, 2059.2063492063494]",5
745,"[-1, -1, -1, 8, 5]","[1590.9026925558635, -210.83842324193603, 0.9938896529772675, 0.2001816772878786, 0.11646188054644321, -0.012412880955255516, -0.08727, 0, 2040.0]","[1734.2507731828634, -224.78201553942802, 1.082642586645091, 0.18621702657129868, 0.07308824480583505, -0.0037522023046120227, -0.08727, 0.0, 2059.2063492063494]",5
745,"[-1, -1, 8, 5, 5]","[1734.2507731828634, -224.78201553942802, 1.082642586645091, 0.18621702657129868, 0.07308824480583505, -0.0037522023046120227, -0.08727, 0, 2059.2063492063494]","[1734.2507731828634, -224.78201553942802, 1.082642586645091, 0.18621702657129868, 0.07308824480583505, -0.0037522023046120227, -0.08727, 0.0, 2059.2063492063494]",5
746,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[1802.5210471439568, -293.51883256020966, 1.676175521980228, 0.12125805088202098, -0.17934738021350136, -0.0017727500721657753, -0.03491, 0.0, 142.38095238095238]",2
746,"[-1, -1, -1, -1, 2]","[669.2287603240479, -95.75193694986872, 1.6797456046651493, 0.12236049247733556, -0.021983999122508584, -0.0017606134186559596, -0.03491, 0, 60.0]","[1802.5210471439568, -293.51883256020966, 1.676175521980228, 0.12125805088202098, -0.17934738021350136, -0.0017727500721657753, -0.03491, 0.0, 142.38095238095238]",1
746,"[-1, -1, -1, 2, 1]","[1549.0388245080717, -283.16647265536807, 2.4775518826550194, 0.08621461292889147, -0.16868208134837306, 0.00042479177589451914, -0.01745, 0, 120.0]","[1802.5210471439568, -293.51883256020966, 1.676175521980228, 0.12125805088202098, -0.17934738021350136, -0.0017727500721657753, -0.03491, 0.0, 142.38095238095238]",2
746,"[-1, -1, 2, 1, 2]","[1802.5210471439568, -293.51883256020966, 1.676175521980228, 0.12125805088202098, -0.17934738021350136, -0.0017727500721657753, -0.03491, 0, 142.38095238095238]","[1802.5210471439568, -293.51883256020966, 1.676175521980228, 0.12125805088202098, -0.17934738021350136, -0.0017727500721657753, -0.03491, 0.0, 142.38095238095238]",2
747,"[-1, -1, -1, -1, -1]","[0, 0, 1, 0, 0, 0, -0.05236, 0, 0]","[2201.79434541938, 111.0016456679507, 2.3475063554778806, -0.04871692111247267, 0.3026600043813224, 0.038968662874884735, -0.03491, 0.19026745122925046, 11478.253968253968]",16
747,"[-1, -1, -1, -1, 16]","[857.6037520848663, 6.86637258054445, 1.9139369251948164, 0.2267925089939048, 0.42169141558064904, -0.04120994272701335, -0.03491, 0.1585562093577087, 3810.0]","[2201.79434541938, 111.0016456679507, 2.3475063554778806, -0.04871692111247267, 0.3026600043813224, 0.038968662874884735, -0.03491, 0.19026745122925046, 11478.253968253968]",16
