path_id,initial_state,final_state,h_actions,h_path,h_cost,h_distance,h_time
21,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1946.4765674154019, -618.4600298830927, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0)]",60.0,20.840441471272687,113.7021107673645
22,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2011.2653686138092, 11.262503467349179, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.1585562093577087), (-0.05236, 0.1585562093577087), (-0.06981, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (860.120694073523, 7.601363352511649, 1.909494698458602, 0.14652460527815903, 0.36011784142912534, -0.033284211596317774, -0.03491, 0.1585562093577087, 3810.0), (1537.8750030735732, 52.31480971033582, 1.290652525383838, 0.17266517836753087, 0.19760122880490608, -0.03568211353439764, -0.05236, 0.1585562093577087, 7620.0), (2011.228546546208, 9.807331265976238, 1.3397012965847042, 0.16343160807187962, 0.024331644394329027, 0.0008402962114335335, -0.06981, 0, 7677.673828589551)]",7677.673828589551,0.027287136332078087,402.4427146911621
23,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2008.7994366129517, -504.9205858541745, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0), (-0.08727, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0), (978.0973283528589, -189.93543798743005, 0.0014085194868490017, 0.1649827518588376, 0.38343622658622667, 0.07966340266609599, -0.08727, 0.12684496748616697, 487.61595179576625)]",487.61595179576625,19.642148149221825,112.29322624206543
24,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1926.9632393568038, -331.66578743007415, 1, 0, 0, 0, 0, 0, 0)","[(-0.10472, 0.0), (-0.10472, 0.0), (-0.0, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.0, 0.0), (-0.05236, 0.1585562093577087), (-0.03491, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (426.19767611646404, -39.754465256402604, 1.1096236684379228, 0.19600204234090854, 0.09950772117627389, 0.0010797198922726523, -0.10472, 0, 60.0), (847.888138219672, -77.07626684301135, 1.101501888361084, 0.19771821284582927, 0.08761346988619702, -4.227764552283579e-05, -0.10472, 0, 120.0), (1016.1160664398266, -247.37064395984063, 4.93668253722072, 0.05403577021287494, -1.046848831732293, -0.0270703288687913, -0.0, 0.1585562093577087, 1010.198208197891), (1338.5781871932, -237.72754634590453, 3.181815950847372, -0.02082210386210846, 1.0464580956130503, 0.05993514743922339, -0.03491, 0.19026745122925046, 2415.3674779988896), (1428.6257378735945, -250.2239586314566, 2.9564174409335124, 0.027451431351238346, -1.0471823184773053, -0.0025810962448656336, -0.0, 0, 2430.794418457147), (1661.8954550442168, -242.57008061959593, 1.9046150812678804, -0.006618502418353826, 1.0461795049157332, 0.04395925357078202, -0.05236, 0.1585562093577087, 3284.1401728375486), (1926.9051438177128, -330.1464421280681, 2.3421692701571586, 0.1111911444871246, 0.3211393004997359, 0.007777463964085529, -0.03491, 0, 3308.0964084674542)]",3308.0964084674542,0.0374541346642713,519.5277853012085
25,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2275.9627816039792, -362.1076673732817, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.12684496748616697), (-0.01745, 0.0), (-0.05236, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (1105.9299773859889, -198.7360679563873, 3.2147323348104746, 0.11670376432220936, -0.18195425561098663, -0.024869994059488768, -0.01745, 0.12684496748616697, 1980.0), (2024.145005442926, -345.0757178339875, 2.3674830938336395, 0.0878850118300968, -0.12905499273164198, -0.0004901789289809491, -0.01745, 0, 2040.0), (2275.936254101954, -361.05900096363104, 1.8692139854951306, 0.13823065361336917, -0.004758971588439901, 0.007379926021998891, -0.05236, 0, 2065.725838420677)]",2065.725838420677,0.0248880367350776,357.12950921058655
26,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1928.6290005712253, -297.6592160313445, 1, 0, 0, 0, 0, 0, 0)","[(-0.10472, 0.12684496748616697), (-0.01745, 0.0), (-0.10472, 0.0), (-0.10472, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (469.61221194701676, -41.033192492547165, 1.0378654378283587, 0.2115337839642765, -0.03848147333276296, -0.02794662005724917, -0.10472, 0.12684496748616697, 1980.0), (1354.6830533723462, -263.3254334012788, 2.5501801607413777, 0.08539008527634061, -0.17637049541159389, 0.0009878734915965354, -0.01745, 0, 2040.0), (1818.541151637922, -289.87655388061694, 1.3334858872060884, 0.19137506045669253, 0.04118520412448409, 0.009510278008498007, -0.10472, 0, 2100.0), (1928.6175524443147, -298.0961538595281, 1.2316951208184652, 0.19262709468254927, 0.09529425019817893, 0.005956180218752675, -0.10472, 0, 2115.027352731309)]",2115.027352731309,0.009310303661929054,336.44812512397766
27,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2275.4654471824833, -395.1011514864455, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.05236, 0.0), (-0.0, 0.12684496748616697), (-0.03491, 0.19026745122925046), (-0.0, 0.0), (-0.06981, 0.12684496748616697), (-0.05236, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1317.9545125280074, -184.2192168806689, 1.1037152085636994, 0.16164404682947892, 0.10348781514369673, -0.009899153361537617, -0.05236, 0, 4758.385792436375), (1492.2876622682575, -362.8726590989434, 4.768859645796321, 0.083676456351669, -1.0465646820891439, -0.0351330171910644, -0.0, 0.12684496748616697, 5252.247680964084), (1822.010007995434, -347.82020347395854, 2.978044950245917, -0.08547334843897987, 1.0460916795672937, 0.06700785299735372, -0.03491, 0.19026745122925046, 6739.341948783001), (1896.892116215406, -352.0105554869585, 2.680416524389742, 0.02979522684997971, -1.047115598193353, -0.0031435709451222574, -0.0, 0, 6753.318005232695), (2071.4132665094776, -346.37936018353736, 1.2937349715625022, 0.14158874905437027, 1.047180228742274, 0.004654134552798078, -0.06981, 0.12684496748616697, 7150.479663838895), (2275.4620572348513, -394.8290375337949, 1.6203871206264635, 0.13093778425166458, 0.509472100607997, 0.005005946784370446, -0.05236, 0, 7171.1393007214765)]",7171.1393007214765,0.015518892956764393,543.3901791572571
28,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2124.2878205656684, -586.7343105781566, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0), (-0.08727, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0), (978.0973283528589, -189.93543798743005, 0.0014085194868490017, 0.1649827518588376, 0.38343622658622667, 0.07966340266609599, -0.08727, 0.12684496748616697, 487.61595179576625)]",487.61595179576625,22.105676664905545,83.53297257423401
29,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2141.2555535343777, 234.4823640456744, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.19026745122925046), (-0.03491, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (877.5186911551583, 51.854315116787724, 1.9475585143648064, 0.14026906213529283, 0.7235752792703016, -0.03459499982669661, -0.03491, 0.19026745122925046, 6540.0), (1372.605982757533, 97.45914802862632, 0.020788291073853125, 0.030218042933348996, 0.43207140753866197, 0.11325538379655817, -0.03491, 0.19026745122925046, 10928.691033061128)]",10928.691033061128,14.229496440922237,91.37324666976929
30,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1990.6403077373477, -43.7823125804858, 1, 0, 0, 0, 0, 0, 0)","[(-0.10472, 0.0), (-0.10472, 0.0), (-0.03491, 0.1585562093577087), (-0.06981, 0.1585562093577087)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (426.19767611646404, -39.754465256402604, 1.1096236684379228, 0.19600204234090854, 0.09950772117627389, 0.0010797198922726523, -0.10472, 0, 60.0), (847.888138219672, -77.07626684301135, 1.101501888361084, 0.19771821284582927, 0.08761346988619702, -4.227764552283579e-05, -0.10472, 0, 120.0), (1708.2143763771671, -65.11651453671536, 1.943014981272512, 0.14681433595621307, 0.3442168662001214, -0.03309276782841063, -0.03491, 0.1585562093577087, 3930.0), (1990.6119316382596, -43.269854763403266, 1.0867110135957352, 0.17966766429739534, 0.44522154298804617, -0.03212030644030804, -0.06981, 0.1585562093577087, 5771.41441370015)]",5771.41441370015,0.01252012707669586,448.58700799942017
31,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2287.2519222584106, -261.1350225967302, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.0), (-0.01745, 0.12684496748616697), (-0.06981, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (671.5082271885556, -95.97125917870846, 1.6790257017535481, 0.12237678485287022, -0.024388067807622735, -0.0017741947486080952, -0.03491, 0, 60.0), (1798.3317913480491, -242.93212200034495, 3.165498154270978, 0.11690480762889163, -0.15031840541340033, -0.025248349685891475, -0.01745, 0.12684496748616697, 2040.0), (2287.2175312843137, -261.5352238140248, 1.4291191562675034, 0.15969768571287887, -0.15913371827227432, 0.003213760485742908, -0.06981, 0, 2094.7530325854277)]",2094.7530325854277,0.011212800811661018,706.2610199451447
32,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1937.668367421266, -103.80068030804794, 1, 0, 0, 0, 0, 0, 0)","[(-0.05236, 0.0), (-0.06981, 0.1585562093577087), (-0.06981, 0.0), (-0.08727, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (561.4139249225163, -64.9998882979332, 1.558153133019857, 0.1424741561285474, -0.030059796757202523, 0.0013609798321558627, -0.05236, 0, 60.0), (1170.7788929110347, -49.418591054363176, 1.6100170934951015, 0.18289328121558238, 0.21407073040573066, -0.02620167981256763, -0.06981, 0.1585562093577087, 3870.0), (1663.0144697695735, -88.47386528728899, 1.3643456365277422, 0.1627271021195743, 0.012278631881262476, 0.0015108137400221945, -0.06981, 0, 3930.0), (1937.6540959835959, -104.08436682507406, 1.4009957740273487, 0.07768691095919275, 0.020094453710243564, 0.020843317866246058, -0.08727, 0.12684496748616697, 4969.684452548958)]",4969.684452548958,0.00899535933465996,563.6945106983185
33,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2081.348865197631, -405.45769186720594, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.01745, 0.0), (-0.10472, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1666.1876450024488, -390.35716886999035, 2.514521751135092, 0.0864120038839955, -0.0854918654815069, 0.0006369769094119367, -0.01745, 0, 4758.385792436375), (2081.3258200190385, -406.02510100323207, 0.9554324164849626, 0.23099787257026352, 0.012214835786865785, -0.02121300608537292, -0.10472, 0, 4812.206453658923)]",4812.206453658923,0.010356607950395075,639.5480036735535
34,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2033.3426277805333, -258.7708079274749, 1, 0, 0, 0, 0, 0, 0)","[(-0.10472, 0.0), (-0.08727, 0.1585562093577087), (-0.01745, 0.0), (-0.03491, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (426.19767611646404, -39.754465256402604, 1.1096236684379228, 0.19600204234090854, 0.09950772117627389, 0.0010797198922726523, -0.10472, 0, 60.0), (965.44511292392, -50.66787885714223, 1.3331722392134722, 0.18810520091486618, 0.4773010874367276, -0.023900710048906156, -0.08727, 0.1585562093577087, 3870.0), (1808.1664671820918, -255.222241576378, 2.4955337553163135, 0.08566259239657538, -0.20281136832286079, 0.0006114725846691413, -0.01745, 0, 3930.0), (2033.32072750897, -258.45132507467474, 1.4402545420023523, 0.13042116131863682, -0.08643997001885638, -0.006088126424079578, -0.03491, 0, 3948.8995480853087)]",3948.8995480853087,0.010131992791779815,563.6237676143646
35,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2280.361989641859, -198.13920164474428, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.0), (-0.05236, 0.0), (-0.06981, 0.0), (-0.06981, 0.0), (-0.06981, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (497.75280682810865, -49.725538360748125, 1.3046702752108372, 0.16434886474851018, 0.0688438748192099, -3.512977965317289e-05, -0.06981, 0, 60.0), (1059.3357935531046, -106.67929351949965, 1.5092024397699872, 0.14372206498202397, -0.014759663742617607, 0.00032118979412880605, -0.05236, 0, 120.0), (1558.150582158943, -147.06344020724077, 1.3028244118545351, 0.16464154050340543, 0.01888275605646501, -0.00024853082227492784, -0.06981, 0, 180.0), (2056.2168764862304, -191.0169235614913, 1.3048006825958838, 0.16451573911881856, 0.03806000744186743, -0.00013427537858113424, -0.06981, 0, 240.0), (2280.3538600641295, -197.91141111610546, 1.3175105776346754, 0.05241222958738535, 0.08846130914579492, 0.019554586270653557, -0.06981, 0.12684496748616697, 993.1943233172124)]",993.1943233172124,0.007318553382923613,744.4052994251251
36,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2159.888170618543, -44.299792246513164, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.1585562093577087), (-0.05236, 0.12684496748616697), (-0.06981, 0.0), (-0.08727, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (860.120694073523, 7.601363352511649, 1.909494698458602, 0.14652460527815903, 0.36011784142912534, -0.033284211596317774, -0.03491, 0.1585562093577087, 3810.0), (1520.3594810237123, 8.70792144175371, 1.4169413331742644, 0.16672788749472334, 0.06752760467147971, -0.030744226927846535, -0.05236, 0.12684496748616697, 5790.0), (2017.2960799184586, -33.127794715341516, 1.3143483853274773, 0.16423283555142926, 0.026574226326308095, 0.00011224614543677269, -0.06981, 0, 5850.0), (2159.850681195031, -44.52608265153508, 1.2474589194905352, 0.17964486114856712, 0.03674252343542065, 0.002229028664812862, -0.08727, 0, 5868.942361056053)]",5868.942361056053,0.006358758485855861,500.25538754463196
