actions,cost,distance,p_id,states,target,time,xz_distance,mean_error
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",20.13320647,14.25389883,173,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (36.206785763486664, -18.262881140960445, 13.836659346318942, 0.3462748588709712, -0.23296957104745603, 0.005745803453231291), (36.550430800062514, -18.353043760234474, 13.808193815109263, 0.6007848727257127, -0.20766646447840545, 0.04276443962768142)]","[36.561495045130606, -14.874337633423815, 0, 0, 0, 0]",0.020932322,3.478723722,1.03918284
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",24.5623216,14.32588154,174,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (49.6504577074248, -26.210981313558047, 14.062760271968656, 0.3505320217059506, -0.08801050376610729, 0.005918372537838806)]","[49.6526345865548, -23.501922947811988, 0, 0, 0, 0]",0.021696417,2.70905924,1.903385001
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",35.99429115,11.64282658,175,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (35.6863124933146, -20.445262031227365, 15.087743102513974, 0.16140570219082012, -0.5613396786859866, -0.003845687353253248), (49.595515286706565, -27.152057653784112, 15.492070949639738, 0.3436567287126097, -0.2962784458417736, 0.008102858869104378), (64.07055314904122, -30.15225860722079, 13.927716135625841, 0.35092551808513345, -0.07420428066070082, 0.005721036534021341), (76.81477081285094, -30.55535178297191, 11.568096440444803, 0.36084932262197433, 0.051558426590227135, 0.002135300160491108), (79.03902009221189, -30.37719005433181, 10.92997665131732, 0.7164055847173038, 0.2293062242634798, 0.02722263567329951)]","[79.04438244789203, -26.437084335244464, 0, 0, 0, 0]",0.033465147,3.940109368,2.535946409
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641]]",28.74405328,13.32510237,176,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (35.4477951124939, -26.01993744988504, 16.772024184421806, 0.13954272468869014, -0.6595011463038345, -0.002783436365487275), (50.759827881988365, -31.21245438731418, 15.315345239396926, 0.5174245822356306, 0.05631412021471332, 0.019839171445217615), (61.275824359547464, -31.38993540206401, 13.10486706067526, 0.21071821409572355, -0.06957462342746064, -0.005949859340569832)]","[61.284460542627315, -28.98754916810421, 0, 0, 0, 0]",0.031646569,2.402401757,1.55828988
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",34.71931494,8.023203209,177,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.542173172121124, -11.875390832646731, 12.464853132393936, 0.4878313849060076, -0.14387558901677358, 0.013533686999395908), (35.45580936574809, -15.069270591439368, 12.565003814992124, 0.20800589592630125, -0.3419279527014634, -0.0059630264979553035), (47.66491359431639, -18.859602688356667, 12.814203660741502, 0.3498363044368892, -0.20617804810070026, 0.0042105320849221825), (59.596502864185055, -19.372867277160665, 10.732739277087578, 0.4810808184977665, 0.18573247035510534, 0.009400439654583237), (67.88635895778269, -17.480476796203583, 7.256907644658448, 0.4986519300071513, 0.3317598270203707, -0.0002641317001996262)]","[67.89263742765152, -14.111452701769753, 0, 0, 0, 0]",0.033999316,3.369029945,1.655274027
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",33.47288297,13.10319736,178,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (35.4477951124939, -26.01993744988504, 16.772024184421806, 0.13954272468869014, -0.6595011463038345, -0.002783436365487275), (50.26200961185844, -34.319660419423506, 16.894904229279287, 0.3455824353028288, -0.32712909514356725, 0.009942772997384145), (65.83058091589545, -37.619710472345716, 14.804980737206511, 0.3506511401859211, -0.05689802745531037, 0.006933198647818719), (75.40322015087216, -37.792975011127226, 12.780585339503217, 0.35414240515372536, 0.06412678922306192, 0.004055353273247557)]","[75.40597350743538, -34.92576968951458, 0, 0, 0, 0]",0.033247896,2.867206644,3.639225741
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",26.84110371,14.87214278,179,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.64208180668842, -28.93316072911778, 15.325850836980468, 0.17000477443202267, -0.42711054094061157, -0.004123273049697646), (55.99346037039043, -30.174795124092917, 14.598810618444872, 0.8244719243769768, 0.07573914154321554, 0.041439568394070786)]","[56.00216528729226, -27.460375123715306, 0, 0, 0, 0]",0.029221176,2.714433958,1.929110619
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",29.09609895,11.78527139,180,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (36.206785763486664, -18.262881140960445, 13.836659346318942, 0.3462748588709712, -0.23296957104745603, 0.005745803453231291), (49.23210001983365, -22.72847485872635, 13.997835836899903, 0.18570671134294778, -0.3967646878350186, -0.004909024526025839), (59.58554191411818, -22.577936652294685, 11.157871304846598, 0.7007022809871922, 0.5297596915985645, 0.029140672308076283)]","[59.586099066281164, -18.887130337669163, 0, 0, 0, 0]",0.026538902,3.690806357,1.179181354
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",35.83254044,9.502675932,181,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (36.206785763486664, -18.262881140960445, 13.836659346318942, 0.3462748588709712, -0.23296957104745603, 0.005745803453231291), (49.23210001983365, -22.72847485872635, 13.997835836899903, 0.18570671134294778, -0.3967646878350186, -0.004909024526025839), (62.494453117115256, -25.031719743196437, 12.52266504301583, 0.49033911250762036, 0.11412094538909948, 0.013663563192298115), (73.3441383145396, -23.825002102863937, 9.455164130290083, 0.38214392156146004, 0.14861553622157248, -0.0015619307060561808), (74.85878910490402, -23.623868987435806, 8.954801393819164, 0.6774236378264133, 0.2523268318066128, 0.018860825806783388)]","[74.86719036508883, -20.527195944524802, 0, 0, 0, 0]",0.036796498,3.096684439,1.131843295
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",18.15889629,15.31134803,182,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (31.344308786523328, -20.372470784776983, 14.984370590454255, 0.5106239720247981, -0.1568427489466813, 0.019197722802161903)]","[31.348451072071327, -17.27081086236454, 0, 0, 0, 0]",0.019568033,3.101662688,1.370650007
"[[-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",65.97050428,9.204761785,183,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.646300694829413, -0.9288265457656706, 5.3189225978776316, 0.7632488542210144, -0.0659040231615018, 0.0020554660519761674), (10.279469424121674, -1.6750905088618984, 5.687910758809455, 0.7547629264746634, 0.08421981011775263, 0.005324638323115884), (15.616750319786494, -1.6928324010736198, 4.822522645234317, 0.7768661295367164, 0.16195917248740377, -0.001243755445614223), (20.472590863288158, -2.333663418504545, 5.351149708690919, 0.6506821708385375, -0.12433807707168108, -0.0060502893476552305), (26.283500679208142, -3.291962976693283, 5.99969027388717, 0.7501765174677856, 0.07490977053363353, 0.007565223960902983), (32.157919535469816, -3.7130599046417565, 5.863145257313294, 0.6299141047804829, -0.007991086846005292, -0.002722339293832813), (38.21224927284078, -4.572479095487264, 6.364003722898703, 0.6129810372374749, -0.05524756503571062, -3.5314361154632304e-05), (44.757131795226236, -5.459448016661259, 6.724799416207864, 0.6045968648453105, -0.020557454640967796, 0.0018220060779768842), (51.434371093694274, -6.0162920748033955, 6.560746713988856, 0.6082816132417237, 0.03114852715920214, 0.0010827156144289668), (57.98457076765392, -6.786419973723652, 6.79957427873699, 0.5298561211315354, -0.09577552373125794, -0.0031702492885507783), (65.09618930625348, -8.222522803135933, 7.711096757754537, 0.5049527754390583, -0.14086624034949705, 0.000295620493425784), (73.02789852192517, -9.701707956419463, 8.304618383170544, 0.49675476660548007, -0.09435011013202743, 0.0022582431919714128), (81.4290905860347, -11.433647111306152, 8.998782774010829, 0.3881625816376531, -0.20787028042955197, -0.0025895062467283245), (83.13941546430532, -11.817341675104155, 9.090500028335136, 0.6819978912135644, -0.09251994832475494, 0.01903909669994336)]","[83.14551648978319, -10.545977061889491, 0, 0, 0, 0]",0.05546897,1.271379252,1.20558017
"[[-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",24.17697431,13.08889986,184,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (12.372279371580733, -7.233444356472296, 11.197549274327296, 0.3278740088241256, -0.5645339019823639, 0.0027356080372407726), (23.228226190020074, -13.51172436146843, 13.55937094427288, 0.33491770532918774, -0.4204654156306135, 0.005765728648802105), (36.206785763486664, -18.262881140960445, 13.836659346318942, 0.3462748588709712, -0.23296957104745603, 0.005745803453231291), (47.22023333411409, -20.37478420162802, 12.931685904218599, 0.3528312346636675, -0.0989075934955375, 0.004279341975077113)]","[47.221851923040866, -18.385687519695114, 0, 0, 0, 0]",0.02004999,1.98909734,1.289817893
"[[-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641]]",34.8715509,5.576933131,185,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.0024229349712786208), (11.1811862486643, -2.376343797293254, 6.547207513085072, 0.7455292839889492, 0.12245759651839695, 0.011429434240834094), (17.219450056664538, -2.3279013525305268, 5.61147736507968, 0.6384856672030733, 0.07204747506147337, -0.003967205008279254), (22.845249495528996, -2.938749403260849, 5.852516768870977, 0.6299544479552068, -0.05517758586641803, -0.0028588252249927295), (28.740581418002844, -3.368675150782112, 5.582896996122004, 0.753818337488913, 0.15581445414409542, 0.004837831855147099), (34.0626731395897, -3.6559209863054134, 5.345449716000608, 0.6531546037798046, -0.029974759241803338, -0.005944465775418126), (39.449690284235935, -4.2496028900014595, 5.500783642972484, 0.7585857226527554, 0.08944514893001947, 0.0039239983664688)]","[39.45282006398993, -3.7396180567666013, 0, 0, 0, 0]",0.028063133,0.509994437,0.552553288
"[[-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641]]",70,9.594984377,186,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.646300694829413, -0.9288265457656706, 5.3189225978776316, 0.7632488542210144, -0.0659040231615018, 0.0020554660519761674), (10.279469424121674, -1.6750905088618984, 5.687910758809455, 0.7547629264746634, 0.08421981011775263, 0.005324638323115884), (15.616750319786494, -1.6928324010736198, 4.822522645234317, 0.7768661295367164, 0.16195917248740377, -0.001243755445614223), (20.472590863288158, -2.333663418504545, 5.351149708690919, 0.6506821708385375, -0.12433807707168108, -0.0060502893476552305), (26.283500679208142, -3.291962976693283, 5.99969027388717, 0.7501765174677856, 0.07490977053363353, 0.007565223960902983), (32.157919535469816, -3.7130599046417565, 5.863145257313294, 0.6299141047804829, -0.007991086846005292, -0.002722339293832813), (38.21224927284078, -4.572479095487264, 6.364003722898703, 0.6129810372374749, -0.05524756503571062, -3.5314361154632304e-05), (44.757131795226236, -5.459448016661259, 6.724799416207864, 0.6045968648453105, -0.020557454640967796, 0.0018220060779768842), (51.434371093694274, -6.0162920748033955, 6.560746713988856, 0.6082816132417237, 0.03114852715920214, 0.0010827156144289668), (57.819242835992725, -6.384402498901555, 6.200304536951197, 0.617983979894525, 0.03556017310260721, -0.0007655432989870357), (64.09642187258771, -7.262182870766996, 6.689146059135419, 0.5323474809231102, -0.1269086841062476, -0.003617684156201751), (71.08091559226678, -8.411076369096492, 7.23561230428551, 0.5955356291237834, -0.018963953150578194, 0.004233691969985759), (78.29145332217286, -9.2353319217975, 7.322245898108421, 0.5160602039610754, -0.06347893547552313, -0.0011393195882001784), (85.862004351508, -11.569207955349107, 9.05181423480612, 0.2736537553607304, -0.41866792104251527, -0.009091840277729128)]","[88.99136052557763, -11.277210833746258, 0, 0, 0, 0]",0.057813441,3.142949631,1.676739339
"[[-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",46.87440533,10.46523778,187,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.0024229349712786208), (11.413287187173996, -3.2286208003297543, 7.716290207938156, 0.5863441176240125, -0.13762325519833657, 0.006390388872633141), (19.163503063040977, -4.0513086011853465, 7.534155057215647, 0.5914856639757079, 0.07369769268405235, 0.005673492435771616), (26.250772350388026, -4.211088007029732, 6.764988976923739, 0.5320362537852392, 0.012102486297273077, -0.0032292279865482063), (32.83489567222671, -4.582188100612097, 6.35290839668774, 0.6133380818229283, 0.048618829515332924, 6.413643401030916e-05), (39.17707971528999, -5.33469090104666, 6.63481411019529, 0.5349760352660918, -0.10631960236689156, -0.003852391149961255), (46.191049965514026, -6.88333906288695, 7.733276804992769, 0.5035821508037097, -0.1599980855160038, 0.00039491563756500147), (54.18945690206723, -8.4914767019761, 8.441709240093594, 0.4946259360627336, -0.10361160673141227, 0.002703016427954275), (62.75476154902071, -11.134071922546244, 9.940016230696141, 0.2516880234113064, -0.40697673686759295, -0.008072358231020055), (66.37222372960656, -12.366471906954347, 10.363023284474261, 0.7032032519770376, -0.11968294858821768, 0.024663862928053823)]","[66.37269712820489, -11.093867158579418, 0, 0, 0, 0]",0.039873433,1.272604836,1.202884049
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641]]",24.67649857,17.00869448,188,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (21.292890374353842, -18.51371814409633, 16.015517041688202, 0.12034007333374941, -0.8756890507219356, -0.0021869901384044235), (34.182430027566845, -29.692869943606816, 17.729530066166088, 0.33682512895155253, -0.5187235994632516, 0.011392939086453295), (49.17373291057938, -35.67569919099555, 16.613617694630825, 0.34985371786234226, -0.20735243846639842, 0.009411480707338412)]","[49.18654403451268, -32.05385577564188, 0, 0, 0, 0]",0.021717095,3.621866073,0.581204648
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",33.58705994,10.97038351,189,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (23.23865560849328, -14.919228101140556, 13.975820497456986, 0.4957630173973148, -0.25219182012403, 0.01712983669920827), (36.36327197963175, -19.665958630664747, 14.213479525399434, 0.18227434271405815, -0.41126348818203723, -0.004748752701015569), (49.86199276117289, -24.298984237470275, 14.096380199292357, 0.34716749148287684, -0.20520984998792055, 0.006072615060381006), (63.1180315185185, -26.26996188825943, 12.608064317268934, 0.3549044261882517, -0.0469604161220298, 0.0037669670598250425), (71.47001852458881, -25.862221663583828, 10.574386137931823, 0.4795962839509638, 0.21679187705392275, 0.009058701673367444)]","[71.47798147570232, -22.98915443502045, 0, 0, 0, 0]",0.031683574,2.873078264,0.734038509
"[[-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.08727, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.05236, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.06981, 0.0, 31.53455812455641]]",69.14367269,9.982839095,190,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.646300694829413, -0.9288265457656706, 5.3189225978776316, 0.7632488542210144, -0.0659040231615018, 0.0020554660519761674), (10.279469424121674, -1.6750905088618984, 5.687910758809455, 0.7547629264746634, 0.08421981011775263, 0.005324638323115884), (15.616750319786494, -1.6928324010736198, 4.822522645234317, 0.7768661295367164, 0.16195917248740377, -0.001243755445614223), (20.257663711758752, -1.970676314203565, 4.5928421279505365, 0.7946911395178458, 0.04165570951798995, -0.004121769605910526), (25.348681672002073, -3.1686208731788774, 6.0514151854964355, 0.6167143123309174, -0.1848043180047276, -0.0017053134293781255), (32.0243825199874, -4.867675082132758, 7.479003815435545, 0.5901577808953739, -0.10596055891351441, 0.005325095555805067), (39.506959316105245, -5.590456632250026, 7.269975225297558, 0.5947188416692384, 0.06681651101287502, 0.004497681550825015), (46.21412187219975, -5.454033240918428, 6.080121603005887, 0.6185666278884392, 0.12566279497917102, -0.0011284606693125858), (51.93955685803386, -5.618428647921011, 5.543850091745812, 0.6430395107095875, 0.01816703443919134, -0.0045561087476000085), (57.69879197407986, -6.494043998780176, 6.1782145806114634, 0.6178506201563337, -0.08143297671318314, -0.0010435942297786524), (64.30575548783723, -8.027008375224893, 7.450901276150825, 0.5080525252295903, -0.18581074444426451, -0.0005789551423073406), (72.14589084549321, -9.887826585672164, 8.517551080683308, 0.4923265728204139, -0.13911482712244494, 0.002973337223850464), (80.82198519749846, -12.84960171839042, 10.235485555599384, 0.24243778404763547, -0.43201557505571214, -0.007670356462539056), (89.21269407817198, -14.264576093251723, 9.809913011348426, 0.692508837496833, 0.22384936995253013, 0.022497867182342795)]","[89.21294571280521, -12.563841000534705, 0, 0, 0, 0]",0.051708876,1.700735111,1.188720102
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",26.92197907,13.24385198,191,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (36.42856194590121, -23.39468976141869, 15.450028627943643, 0.3438096600074786, -0.29194885432087286, 0.00804014794316811), (50.866831047195554, -26.33927914636861, 13.877345278305064, 0.3510289089826931, -0.0720459695820932, 0.005648569287501638), (55.988045485706536, -26.408524747322065, 12.777148455903452, 0.49206247901996036, 0.11604823748900012, 0.014257320144150182)]","[55.99131253490536, -22.96058537666919, 0, 0, 0, 0]",0.027443926,3.447940918,2.154209898
"[[-0.0, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.0, 0.0, 31.53455812455641], [-0.01745, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641], [-0.03491, 0.0, 31.53455812455641]]",30.06660324,13.67594105,192,"[(0.0, 0.0, 4.257165346815115, 0.0, 0, 0), (4.83359374299332, -1.956144729726941, 7.023492212473483, 0.332506851115255, -0.5321053656341397, -0.01198471940855843), (11.979867312536655, -8.052150652242604, 11.837087637947024, 0.17058715791724038, -0.7729230202912865, -0.004711596121477775), (22.5118355937275, -16.76835887820314, 15.074550404138316, 0.3242331790135999, -0.5556242464104225, 0.00823426134740743), (35.4477951124939, -26.01993744988504, 16.772024184421806, 0.13954272468869014, -0.6595011463038345, -0.002783436365487275), (50.26200961185844, -34.319660419423506, 16.894904229279287, 0.3455824353028288, -0.32712909514356725, 0.009942772997384145), (65.38870120763818, -34.86651993566219, 13.189832270645308, 0.48855315314822534, 0.3053029173467973, 0.01550926459814463), (65.54556319322616, -34.82289902514619, 13.121652961479441, 0.4876362676322464, 0.31132437964195814, 0.015369886058913223)]","[65.54579538707685, -31.012565861046536, 0, 0, 0, 0]",0.03497854,3.810333171,1.069641571
