id_camino,id_in_seq,initial_state,current_state,goal_state,out_action,timesteps
183,4,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[3.1647258101035445, -1.7227474086715122, 6.145202439803893, 0.5897415898730018, -0.39553018153193487, -0.0007592776824657158]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.0]",6.306911625
183,5,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[4.319949126436478, -2.3166028219857884, 6.843565321814464, 0.6478867650448655, -0.3553542576705206, 0.008428040041757734]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
183,6,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[5.607635116509736, -2.938877771699792, 7.52000058810127, 0.32515866969540563, -0.4323235065574663, -0.011600894328574378]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",6.306911625
183,7,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[6.986020542538358, -3.684597004456239, 8.23004278488155, 0.3805978830728488, -0.46071567752399745, -0.0035139177046770646]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.03491, 0.0]",6.306911625
183,8,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[8.48267810830574, -4.505442357252659, 8.90562410751882, 0.4632873795306115, -0.43549463796480203, 0.005000017138072926]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
183,9,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[10.098669656394701, -5.376996723887256, 9.556456571510553, 0.251721961857914, -0.48959386641172686, -0.008174078154513986]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
183,10,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[11.844703473705971, -6.254867659933876, 10.026600496060487, 0.7904203297828019, -0.2971958184035332, 0.03149546430277148]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
183,11,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[13.749723729467096, -6.95776455323265, 10.378672339169217, 0.2467110407821165, -0.3471762006573485, -0.007793719323628764]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
183,12,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[15.733608287923456, -7.599548644178709, 10.521345954250982, 0.817800816141425, -0.13659298548280926, 0.03364546269512637]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.06342248374308349]",6.306911625
183,13,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[17.77595866200934, -7.737644177875716, 10.076948734318625, 0.4683078001896603, 0.14084762480410856, 0.05102863001801514]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
183,14,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[19.700242712708018, -7.457025047498947, 9.438697275071135, 0.5822443335485463, 0.25190373870468047, 0.013536411461942123]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
183,15,"[0, 0, 2.91229317945326, -1.0543046989522313, -0.34734155528596977, 0]","[20.513535955919615, -7.2926638749574115, 9.11117349181818, 0.2173767261311336, 0.22072730211204697, -0.00997421919538031]","[20.515710095174484, -7.542318109696511, 0, 0, 0.5235987755982988, 0]",[],6.306911625
184,0,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[0.0, 0.0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
184,1,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[0.7110108110548122, -0.23862491750201306, 4.090308590566381, 0.5722369300029867, -0.32638320733576637, -0.016432154642264534]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
184,2,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[1.4957165516465865, -0.682779438644273, 4.942790346639598, 0.4946610840705829, -0.457052267672456, -0.020027100240721154]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
184,3,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[2.390777642707008, -1.2900778266372797, 5.919617973610917, 0.38841637172490695, -0.5653269996266798, -0.014822510890106477]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
184,4,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[3.401522088987776, -2.0792191310414165, 6.971360571467665, 0.3126955002142972, -0.6464688639911298, -0.011279730610324888]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.0]",6.306911625
184,5,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[4.559568490735554, -3.0177320000097407, 7.964178187728494, 0.616431491073548, -0.5639321671655825, 0.015538895610265273]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
184,6,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[5.914285337833084, -4.007099170525194, 8.888432811273859, 0.25012096865544575, -0.6199810490431448, -0.008315212563438775]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.03491, 0.0]",6.306911625
184,7,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[7.400053899299732, -5.12068859833633, 9.75577306234776, 0.4409775033698679, -0.5761514226963751, 0.008094617337529267]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",6.306911625
184,8,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[9.057990918756298, -6.273906422280729, 10.533316058661296, 0.33173213209998836, -0.5697081534080505, 0.0016527444853599485]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
184,9,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[10.888993173390922, -7.420689915826249, 11.148097294570785, 0.5778937850593521, -0.4492433752212151, 0.019948707065197184]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
184,10,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[12.935861912143734, -8.37686974826244, 11.519437376202182, 0.5956037083689587, -0.32131141711789424, 0.020739100421642388]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.03491, 0.0]",6.306911625
184,11,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[15.125738348203386, -9.118413606684035, 11.693491477173628, 0.4786963371725764, -0.24758345717041882, 0.011842602689995905]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",6.306911625
184,12,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[17.375317562088284, -9.742655258332654, 11.769313525130515, 0.35370731230488045, -0.23132742398236755, 0.0026162962982119557]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
184,13,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[19.64471125040949, -10.000853678256266, 11.215436232492763, 0.6039956393456187, 0.1461569381758433, 0.06566572672835896]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
184,14,"[0, 0, 3.414631757773475, -1.191434126250996, -0.33571256982986697, 0]","[21.22737041232776, -9.658391374919109, 10.341333100996064, 0.5043066943782093, 0.4130163958361748, 0.06367966938310224]","[21.23179181931058, -9.721607832502551, 0, 0, 0.5235987755982988, 0]",[],6.306911625
185,0,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[0.0, 0.0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",6.306911625
185,1,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[0.49291824780665155, -0.21428085857811224, 3.084703071567973, 0.7271219926439675, -0.3753035674130171, -0.016970051117825347]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
185,2,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[1.0680963183820678, -0.6740097709255588, 4.221085043746066, 0.5796204600358953, -0.5721752348865059, -0.028250935535302286]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
185,3,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[1.7796414588174407, -1.3257397736874366, 5.447468165790955, 0.387813361429594, -0.7002369933824111, -0.015390892382603412]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.0]",6.306911625
185,4,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[2.6422825091482123, -2.1712375848829057, 6.6447380299017995, 0.5873114087681819, -0.6644330945126181, 0.00971598861268971]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
185,5,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[3.6997962574978804, -3.1462999426765603, 7.798048948826764, 0.2625980243258365, -0.7278120801837605, -0.009177701038087393]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
185,6,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[4.879621036559931, -4.321253022818245, 8.945054800610228, 0.2199457039269688, -0.7782892993509255, -0.007127074882984972]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
185,7,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[6.169351424446932, -5.705836597066907, 10.081678798091142, 0.18904063917465488, -0.8183446798387917, -0.005720143642423327]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
185,8,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[7.695436793504454, -7.142108629186956, 10.929950712374294, 0.9073532372621488, -0.5419539049601656, 0.04562795261236365]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
185,9,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[9.621624743266477, -8.277311276520475, 11.48819335622809, 0.5867376128685085, -0.41397172786026193, 0.02093175959045564]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
185,10,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[11.778946743010309, -9.092271060925892, 11.636229991145509, 0.8550455475010618, -0.16774274532760536, 0.039195215276786745]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
185,11,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[14.05467540036566, -9.368207110959363, 11.341399121979649, 0.8511427471105248, 0.07398785081460024, 0.037637353422825724]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.12684496748616697]",6.306911625
185,12,"[0, 0, 2.3064421539809663, -0.9333117479261177, -0.38451225878069883, 0]","[15.218074741440109, -9.224189398583098, 10.948009097840576, 0.43829828952825384, 0.2920671038125579, 0.07623989125804807]","[15.225207151536646, -8.9839072413629, 0, 0, 0.5235987755982988, 0]",[],6.306911625
186,0,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[0.0, 0.0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
186,1,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[0.4190768138634724, -0.16689700471997604, 2.409869558183078, 1.2244179641073771, -0.14238312716402685, -0.035852839677470286]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
186,2,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[0.9027515384378962, -0.598972937233841, 3.6971113070788695, 1.1350147082677662, -0.49288573746626646, -0.05162648632281387]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
186,3,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[1.5280506408128978, -1.2348615703116521, 5.104259165158142, 0.40181624481810857, -0.7320766807096702, -0.018489485890762842]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
186,4,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[2.2954953596935526, -2.089781431426573, 6.436290071414222, 0.2943808287145169, -0.8175595225408556, -0.010851158910640958]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
186,5,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[3.190672170789902, -3.184290318043563, 7.777130697831618, 0.2285228612665546, -0.8751092028344446, -0.007763164659459729]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
186,6,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[4.272432940825221, -4.457730491761079, 8.965002869944213, 0.6952171434599759, -0.713707773227496, 0.02831634627677482]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]","[-0.03491, 0.0]",6.306911625
186,7,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[5.670754979958384, -5.726965250476423, 9.977645801230238, 0.427206741796962, -0.6624900964503986, 0.009181123187674745]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.12684496748616697]",6.306911625
186,8,"[0, 0, 2.057671350066376, -0.20386642349639078, -0.09875399515862382, 0]","[6.059739387522142, -6.037570987706445, 10.14362515960812, 0.303439071288994, -0.5921387141544179, 0.06811250745697339]","[6.066650196562773, -6.192162539800648, 0, 0, 0.5235987755982988, 0]",[],6.306911625
187,0,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[0.0, 0.0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
187,1,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[0.3646088368886477, -0.0758131991270063, 1.5236705658092795, 1.0029252953861103, 0.18449389648649744, -0.014306211497153214]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.09513372561462523]",6.306911625
187,2,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[0.647800905062022, -0.23478264646802005, 1.18476479572847, 1.4625481871904336, 0.13707833454695634, -0.027465183023243793]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.09513372561462523]",6.306911625
187,3,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[0.8841554012817644, -0.4473916924022207, 1.0311997196353784, 1.5442021145135816, 0.09921645228838621, -0.01736171452130249]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
187,4,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[1.116132271372593, -0.6953101255104802, 1.110976720943541, 1.2108027164701873, 0.03412528387364533, -0.004394967628461179]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
187,5,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[1.3454380994899597, -0.9329657362022247, 1.126903676009654, 1.2098312035658036, 0.02240341853174339, 0.0023095146720150802]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
187,6,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[1.574962464536625, -1.1707231807918819, 1.0795438310927221, 1.2263396478031725, 0.05385843722279333, 0.010107740805128983]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
187,7,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[1.7963776778396996, -1.3998897192208672, 0.8813290593593052, 1.2438052856476862, 0.15197401007819797, 0.0245884137689159]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
187,8,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[1.98769273715553, -1.6078475475739389, 0.4221601167740702, 1.1946577787046178, 0.3751327082460948, 0.04889427408124829]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
187,9,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[2.0726896986774297, -1.7402923477039554, 0.001220494735264314, 2.029830959810845, 0.4934899846698239, 0.027708650426332967]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
187,10,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[2.1908083832628766, -1.901609814698511, 0.0009060959320352057, 1.038590959142095, 0.6418129812063956, 0.035200740828442295]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
187,11,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[2.3438721601688712, -2.2414678921206317, -1.1450031821482378, 2.4780754564719287, 0.8245515978239423, 0.025500105140019855]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
187,12,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[2.667295795278513, -2.859160605783283, -1.6082224134681176, 3.916433420401395, 0.9824130605417696, 0.02120672802988377]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.03171124187154174]",6.306911625
187,13,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[2.870980919927486, -3.044032024743121, -0.1792004943009438, 0.8292048076561654, 0.8641728734925983, -0.02501370345816331]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
187,14,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[2.997294984156236, -3.3574931889269983, -0.8842788053510633, 2.4200257239413365, 0.6966776298572938, -0.029801949382036612]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
187,15,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[3.2812543957748486, -3.9665612049675647, 1.1000603726040215, 3.9866449156240207, 0.276351721241376, -0.15522191450613132]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
187,16,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[3.8373825734115434, -4.735755666261382, 5.4715413896285865, 0.05631976839531067, -0.9797758383137963, -0.030537868767894705]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.03171124187154174]",6.306911625
187,17,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[4.510699002726272, -5.765658172940606, 6.831092451024157, 0.46740985639002414, -0.8509563057761778, 0.03196470022687248]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
187,18,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[5.484796961611485, -6.890318527454417, 8.06033346662827, 0.6703291428978616, -0.7052119925192081, 0.023399661670087418]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
187,19,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[6.7825414337480145, -7.999462130814593, 9.02262741126667, 0.7277804113525538, -0.5449971732855002, 0.027417736035660657]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.06342248374308349]",6.306911625
187,20,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[8.408726837568283, -8.84061159502585, 9.376675043513604, 0.5294076179968297, -0.25427186381412753, 0.05470766943628425]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
187,21,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[10.23939975487852, -9.240354592361763, 9.37659668038777, 0.8875003076540748, -0.01169146252335711, 0.03501577645636052]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.0]",6.306911625
187,22,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[12.084171628026565, -9.288654012528992, 9.097802071252064, 0.6838438974137442, 0.11234676264404152, 0.019137330470976613]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
187,23,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[13.848209012656152, -9.145662491029722, 8.646231745240435, 0.5829117933117522, 0.18277746735217112, 0.010423840571418699]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",6.306911625
187,24,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[15.500537037974837, -8.906278996257855, 8.096672438734837, 0.5803642163561581, 0.24216691983620178, 0.008456645090080385]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
187,25,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[17.01523149572093, -8.580252570791913, 7.407015148750812, 0.7351239733009134, 0.36466880479544883, 0.017735005123311]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
187,26,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[18.341131200390866, -8.140489307322833, 6.538826832371399, 0.7812664688355148, 0.4970546950869019, 0.018511504696349202]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.03491, 0.0]",6.306911625
187,27,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[19.463500198540924, -7.672205077298897, 5.639798405349438, 0.5255654045910716, 0.4735421345253329, -0.005710503273796632]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
187,28,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[20.438126717394212, -7.302890647893686, 4.7699582990413, 0.7234093070263673, 0.5037982626468749, 0.0021006001091934978]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",6.306911625
187,29,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[21.26933289028787, -7.014519028646035, 3.9698585846335543, 0.779506579957087, 0.4930231450205761, -0.006517901044181349]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
187,30,"[0, 0, 1.975909494001682, 0.3862020140031823, 0.19302187649046787, 0]","[21.99216211599417, -6.848524392610621, 3.4148914988949017, 0.7180783211579451, 0.3251843244543121, -0.03252108060350338]","[22.08745980106542, -7.094885523881126, 0, 0, 0.5235987755982988, 0]",[],6.306911625
188,0,"[0, 0, 2.7170584815013132, -0.29737713814643235, -0.10901428310327566, 0]","[0.0, 0.0, 2.7170584815013132, -0.29737713814643235, -0.10901428310327566, 0]","[8.352798174022334, -7.19960870765507, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
188,1,"[0, 0, 2.7170584815013132, -0.29737713814643235, -0.10901428310327566, 0]","[0.5504763108991805, -0.1589664489811047, 3.0732128308840228, 0.868427311260511, -0.17942935091754147, -0.03448689590916722]","[8.352798174022334, -7.19960870765507, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",6.306911625
188,2,"[0, 0, 2.7170584815013132, -0.29737713814643235, -0.10901428310327566, 0]","[1.1628168406670671, -0.540155465056553, 3.984363632520453, 0.9829883919091682, -0.37042505393216263, -0.026103742574874453]","[8.352798174022334, -7.19960870765507, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
188,3,"[0, 0, 2.7170584815013132, -0.29737713814643235, -0.10901428310327566, 0]","[1.9046589680461905, -1.071660526393417, 5.075519831285976, 0.45914971514630026, -0.5563750417123808, -0.019905441181428573]","[8.352798174022334, -7.19960870765507, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
188,4,"[0, 0, 2.7170584815013132, -0.29737713814643235, -0.10901428310327566, 0]","[2.7749352023545315, -1.7782210924535793, 6.184429736004558, 0.3509821929542738, -0.6558352202633109, -0.013196186316173416]","[8.352798174022334, -7.19960870765507, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
188,5,"[0, 0, 2.7170584815013132, -0.29737713814643235, -0.10901428310327566, 0]","[3.768001021760236, -2.6860759588817364, 7.34204839557557, 0.2792446229182228, -0.7273711812789714, -0.009853472478066318]","[8.352798174022334, -7.19960870765507, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
188,6,"[0, 0, 2.7170584815013132, -0.29737713814643235, -0.10901428310327566, 0]","[4.880103719343149, -3.80458051793947, 8.51747301746125, 0.22989138857098607, -0.7816790300800263, -0.0076091081973402]","[8.352798174022334, -7.19960870765507, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",6.306911625
